school_id,school_name,county_name,street,city,zip,locale_label,grade_band,school_type,school_type_detail,teachers_fte,enrollment,title_i_status,title_i_school,free_or_reduced_price_lunch,farm_pct,lunch_program,pvt_pct_nonwhite,school_status
240009000236,Achievement Academy @ Harbor City High,Baltimore City,2201 Pinewood Avenue,Baltimore,21214,City large,HS,public,public,23,411,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,411,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000239,Harlem Park Elementary/Middle,Baltimore City,1401 W Lafayette Ave,Baltimore,21217,City large,ES/MS,public,public,20,306,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,306,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000241,Hazelwood Elementary/Middle,Baltimore City,4517 Hazelwood Ave,Baltimore,21206,City large,ES/MS,public,public,30,466,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,466,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000243,Highlandtown Elementary/Middle #215,Baltimore City,3223 E Pratt St,Baltimore,21224,City large,ES/MS,public,public,28,426,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,426,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000244,Highlandtown Elementary/Middle #237,Baltimore City,231 S. Eaton Street,Baltimore,21224,City large,ES/MS,public,public,46,776,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,776,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000246,Hilton Elementary,Baltimore City,3301 Carlisle Ave,Baltimore,21216,City large,ES,public,public,20,356,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,356,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000247,Holabird Elementary/Middle,Baltimore City,1500 Imla St,Baltimore,21224,City large,ES/MS,public,public,27,455,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,455,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000253,James McHenry Elementary/Middle,Baltimore City,31 S Schroeder St,Baltimore,21223,City large,ES/MS,public,public,22,512,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,512,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000255,James Mosher Elementary,Baltimore City,2400 W Mosher St,Baltimore,21216,City large,ES,public,public,19,282,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,282,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000256,Dorothy I. Height Elementary,Baltimore City,2011 Linden Ave,Baltimore,21217,City large,ES,public,public,20,341,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,341,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000257,John Ruhrah Elementary/Middle,Baltimore City,6820 Fait Avenue,Baltimore,21224,City large,ES/MS,public,public,57,815,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,815,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000258,Johnston Square Elementary,Baltimore City,1101 Valley St,Baltimore,21202,City large,ES,public,public,19,284,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,284,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000260,Lockerman Bundy Elementary,Baltimore City,301 N Pulaski St,Baltimore,21223,City large,ES,public,public,13,266,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,266,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000264,Lakeland Elementary/Middle,Baltimore City,2921 Stranden Rd,Baltimore,21230,City large,ES/MS,public,public,54,909,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,909,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000265,Lakewood Elementary,Baltimore City,2625 Federal Street,Baltimore,21213,City large,ES,public,public,11,105,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,105,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000268,Leith Walk Elementary/Middle,Baltimore City,5915 Glennor Road,Baltimore,21239,City large,ES/MS,public,public,56,1054,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,1054,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000270,Liberty Elementary,Baltimore City,3901 Maine Ave,Baltimore,21207,City large,ES,public,public,28,479,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,479,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000273,Wildwood Elementary/Middle,Baltimore City,621 Wildwood Parkway,Baltimore,21229,City large,ES/MS,public,public,35,791,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,791,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000276,Margaret Brent Elementary/Middle,Baltimore City,100 E 26th St,Baltimore,21218,City large,ES/MS,public,public,21,330,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,330,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000277,Mary E. Rodman Elementary,Baltimore City,201 North Bend Road,Baltimore,21229,City large,ES,public,public,18,274,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,274,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000278,Matthew A. Henson Elementary,Baltimore City,1600 N Payson St,Baltimore,21217,City large,ES,public,public,21,359,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,359,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000279,Medfield Heights Elementary,Baltimore City,4300 Buchanan Ave,Baltimore,21211,City large,ES,public,public,21,393,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,393,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000280,Mergenthaler Vocational-Technical High,Baltimore City,3500 Hillen Rd,Baltimore,21218,City large,HS,public,public,102,1706,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,1706,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000281,Montebello Elementary/Middle,Baltimore City,2040 E 32nd St,Baltimore,21218,City large,ES/MS,public,public,29,563,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,563,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000282,Moravia Park Elementary,Baltimore City,6001 Frankford Ave,Baltimore,21206,City large,ES,public,public,50,761,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,761,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000284,Morrell Park Elementary/Middle,Baltimore City,2601 Tolley St,Baltimore,21230,City large,ES/MS,public,public,25,450,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,450,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000285,Mount Royal Elementary/Middle,Baltimore City,121 Mc Mechen St,Baltimore,21217,City large,ES/MS,public,public,41,761,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,761,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000286,The Mount Washington School,Baltimore City,1801 Sulgrave Ave,Baltimore,21209,City large,ES/MS,public,public,30,615,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,615,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000293,Northwood Elementary,Baltimore City,5201 Loch Raven Blvd,Baltimore,21239,City large,ES,public,public,34,624,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,624,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000297,Patterson High,Baltimore City,100 Kane St,Baltimore,21224,City large,HS,public,public,72,1049,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,1049,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000298,Paul Laurence Dunbar High,Baltimore City,1400 Orleans Street,Baltimore,21231,City large,HS,public,public,37,881,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,881,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000299,Pimlico Elementary/Middle,Baltimore City,4849 Pimlico Road,Baltimore,21215,City large,ES/MS,public,public,26,441,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,441,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000303,Robert W. Coleman Elementary,Baltimore City,2400 Windsor Ave,Baltimore,21216,City large,ES,public,public,18,299,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,299,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000305,Rognel Heights Elementary/Middle,Baltimore City,4300 Sidehill Rd,Baltimore,21229,City large,UG,public,public,NA,NA,NA,Title I,NA,NA,NA,NA,Closed
240009000306,Roland Park Elementary/Middle,Baltimore City,5207 Roland Ave,Baltimore,21210,City large,ES/MS,public,public,72,1449,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,1449,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000307,Rosemont Elementary/Middle,Baltimore City,2777 Presstman St,Baltimore,21216,City large,ES/MS,public,charter,21,338,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,338,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000309,The Historic Samuel Coleridge-Taylor Elementary,Baltimore City,507 W Preston St,Baltimore,21201,City large,ES,public,public,22,266,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,266,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000312,Sarah M. Roach Elementary,Baltimore City,3434 Old Frederick Rd,Baltimore,21229,City large,ES,public,public,11,221,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,221,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000313,Sinclair Lane Elementary,Baltimore City,3880 Sinclair Ln,Baltimore,21213,City large,ES,public,public,18,303,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,303,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000319,Steuart Hill Academic Academy,Baltimore City,30 S Gilmor St,Baltimore,21223,City large,ES,public,public,15,248,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,248,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000320,Tench Tilghman Elementary/Middle,Baltimore City,600 N Patterson Park Ave,Baltimore,21205,City large,ES/MS,public,public,23,397,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,397,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000322,Thomas Jefferson Elementary/Middle,Baltimore City,605 Dryden Dr,Baltimore,21229,City large,ES/MS,public,public,26,487,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,487,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000323,Thomas Johnson Elementary/Middle,Baltimore City,100 E Heath St,Baltimore,21230,City large,ES/MS,public,public,28,544,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,544,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000326,Violetville Elementary/Middle,Baltimore City,1207 Pine Heights Ave,Baltimore,21229,City large,ES/MS,public,public,24,405,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,405,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000328,Walter P. Carter Elementary/Middle,Baltimore City,820 E 43rd St,Baltimore,21212,City large,ES/MS,public,public,24,337,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,337,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000329,Waverly Elementary/Middle,Baltimore City,3400 Ellerslie Ave,Baltimore,21218,City large,ES/MS,public,public,33,620,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,620,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000330,Western High,Baltimore City,4600 Falls Rd,Baltimore,21209,City large,HS,public,public,57,1086,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,1086,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000331,Westport Academy,Baltimore City,2401 Nevada St,Baltimore,21230,City large,ES/MS,public,public,22,309,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,309,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000334,William Paca Elementary,Baltimore City,200 N Lakewood Ave,Baltimore,21224,City large,ES,public,public,30,447,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,447,1,Yes under the Community Eligibility Provision (CEP),NA,Open
